,date,sentiment_score,weighted_sentiment,total_likes,tweet_count
466,2015-06-29,0.0,0.0,3005.0,2
467,2015-07-06,0.0129,43.7052,1694.0,2
468,2015-07-17,0.0,0.0,3185.0,2
469,2015-07-18,-0.3612,-661.7184000000001,1832.0,1
470,2015-07-27,0.0,0.0,125.0,1
471,2015-07-28,-0.15975000000000006,1322.2293,6111.0,4
472,2015-07-30,0.6011,102.8728,178.0,2
473,2015-07-31,0.06758571428571428,941.6945000000001,7986.0,7
474,2015-08-06,-0.011,-55.153999999999996,2507.0,2
475,2015-08-08,0.0,0.0,255.0,1
476,2015-08-16,0.6249,784.8744,1256.0,1
477,2015-08-17,0.0,0.0,1982.0,1
478,2015-08-22,0.381,1419.4226,3831.0,2
479,2015-09-02,0.06733333333333334,-638.7298999999998,9534.0,6
480,2015-09-12,0.2463,329.5494,6066.0,2
481,2015-09-13,0.4588,1936.136,4220.0,2
482,2015-09-14,0.486525,5483.4757,9939.0,4
483,2015-09-23,0.38915,224.9287,3163.0,2
484,2015-09-25,0.6369,929.874,1460.0,1
485,2015-09-27,0.6249,997.3404,1596.0,1
486,2015-09-29,0.0,0.0,4685.0,2
487,2015-09-30,-0.3535,-601.6569999999999,1702.0,1
488,2015-10-02,0.171775,1528.0678,4686.0,12
489,2015-10-03,0.6369,2084.5737,3273.0,1
490,2015-10-09,0.298575,4666.9158,8013.0,4
491,2015-10-10,0.0,0.0,1754.0,2
492,2015-10-11,0.1381,3598.5634,7992.0,12
493,2015-10-14,0.3404,21.7856,78.0,2
494,2015-10-15,0.483525,2258.9384999999997,4925.0,4
495,2015-10-17,0.6445,992.691,1534.0,3
496,2015-10-19,0.7906,2864.3437999999996,3623.0,2
497,2015-10-21,0.27192,1969.7797,5015.0,15
498,2015-10-22,0.2873,240.57,601.0,3
499,2015-10-23,0.33105,1158.8077999999998,4149.0,4
500,2015-10-25,0.26102857142857144,523.0285,3347.0,7
501,2015-10-26,0.2758333333333333,47.995,559.0,3
502,2015-10-27,0.765,795.6,1040.0,1
503,2015-10-29,0.02034999999999998,-633.6414,1843.0,2
504,2015-10-30,0.8478,45.7812,54.0,1
505,2015-11-01,0.33695,0.0,325.0,2
506,2015-11-02,0.3382,64.9344,192.0,1
507,2015-11-04,0.0,0.0,315.0,2
508,2015-11-08,0.4574,63.578599999999994,139.0,1
509,2015-11-20,0.21716666666666665,3191.7090000000003,11197.0,6
510,2015-11-24,0.3948,6237.1831999999995,14659.0,10
511,2015-12-02,0.0,0.0,2086.0,2
512,2015-12-03,0.4404,1982.6808,4502.0,2
513,2015-12-04,0.4753,69.8691,147.0,1
